student_id,true_lambda,true_hazard
S00052,0.07676389566347036,0.012108243313376434
S00053,0.11510159614899339,0.12856601944112123
S00054,0.0870463242019444,0.029042462704573
S00055,0.10556400732740077,0.13792791417905712
S00056,0.07394747408568679,0.025901697682969734
S00057,0.0710880771285565,0.22028037735328332
S00058,0.0824633748277693,0.17901737826266792
S00059,0.13226601808369046,0.28409715254823376
S00060,0.22523185856493505,0.021512868517605477
S00061,0.07294986272084646,0.12299895867422597
S00062,0.11373238551520345,0.21051736135373394
S00063,0.1580260624533242,0.06398683501272949
S00064,0.09427093559283148,0.07305955495249787
S00065,0.080937384769254,0.04247991703087507
S00066,0.14060036826593195,0.21219811881442988
S00067,0.12152307561260589,0.4120875879104452
S00068,0.13458336866862822,0.035183008236560745
S00069,0.09292504056308738,0.01996558416820808
S00070,0.18253310304958184,0.21999978752164812
S00071,0.09437055978570472,0.027698907987870426
S00072,0.08793508643130965,0.12625787221922305
S00073,0.17983046942897943,0.10567405632552088
S00074,0.1045515095838911,0.11954696439198863
S00075,0.04031399156286209,0.06378098998549799
S00076,0.10137940579149517,0.09580709452448047
S00077,0.15389336735149448,0.2561164759185389
S00078,0.13815537694197472,0.0406202991905596
S00079,0.07819628808763807,0.019903316439458373
S00080,0.13758125766424148,0.12900081756795015
S00081,0.08201899413629296,0.02212756516388963
S00082,0.15997028215859885,0.12504592883160684
S00083,0.053471203728641635,0.065274551560101
S00084,0.05932399764759393,0.047008668388065514
S00085,0.15406053855686,0.17087747031071598
S00086,0.1761668808536518,0.17882478573001395
S00087,0.065878700715595,0.0017593567374803167
S00088,0.14502802394510633,0.09536711674543007
S00089,0.0646144419078293,0.03367482680377964
S00090,0.09195823188729184,0.19703041064277999
S00091,0.04541065320053673,0.090893448864541
S00092,0.1742597980208335,0.08488913477716108
S00093,0.12423979210831787,0.19938567763884546
S00094,0.08871255901917771,0.057480513837582396
S00095,0.07467270357347935,0.09867263894669709
S00096,0.07895098125419679,0.016971233945855622
S00097,0.10484232506059805,0.1430395891168558
S00098,0.09031885079258893,0.12843681257589604
S00099,0.11980398150477634,0.02045106637038594
S00100,0.07090048441924601,0.08188571029972232
S00101,0.2101389199190901,0.44338672288474335
S00102,0.10902448384563501,0.0822313611817019
S00103,0.1665633977641723,0.31436037029546277
S00104,0.05544488373494248,0.018303129148956068
S00105,0.06584484311480883,0.019019338561018607
S00106,0.1280164603628294,0.026670049013472037
S00107,0.10050661568405675,0.15824399069306277
S00108,0.092549435987772,0.00503054489032672
S00109,0.16261183797209972,0.22605807504395128
S00110,0.04101934893478412,0.026676387413855723
S00111,0.1253332687144223,0.19143777337835535
S00112,0.16514899444967018,0.1632832378782137
S00113,0.08693888899633286,0.0695306691852379
S00114,0.10155874793581614,0.1391744851613574
S00115,0.05699967154495916,0.0955405570140275
S00116,0.04941370692006795,0.0919537327467515
S00117,0.08594746094782614,0.15292179489752725
S00118,0.15153221471539421,0.2260500814844605
S00119,0.04852567455957639,0.023626665071494378
S00120,0.057785492266285814,0.0398784478515549
S00121,0.08151729310934806,0.011296793441847284
S00122,0.05094978512670324,0.03281722542157683
S00123,0.10808766610568796,0.07300330871184266
S00124,0.05240590790176517,0.10983032708316316
S00125,0.07296331928188295,0.2012560032172563
S00126,0.06695157902185257,0.01686879167396762
S00127,0.10533071793408787,0.013562276515278778
S00128,0.07974349597202704,0.033463444581628386
S00129,0.06860455937190629,0.0666390876409194
S00130,0.10545467032328983,0.28718838408064
S00131,0.16404368194048477,0.03537778206111571
S00132,0.06415274379447884,0.013017083875155575
S00133,0.09987557820528514,0.02275778236527973
S00134,0.11441853709126538,0.22764305356372505
S00135,0.12165383125563872,0.05402700029985415
S00136,0.09744328569997966,0.05913461380599793
S00137,0.13018598423108105,0.03217876730837474
S00138,0.08147901123838848,0.10029435826646325
S00139,0.07086191287664532,0.04091779164540994
S00140,0.04541376183027894,0.035975077468012165
S00141,0.09404893041139818,0.03894636435003817
S00142,0.10821185023983217,0.050422658059409604
S00143,0.0565486278365963,0.10741246120080024
S00144,0.14321849148334406,0.06826120355570711
S00145,0.1051426016189781,0.13968883691405412
S00146,0.08532167595622524,0.04576594424818978
S00147,0.2835786833576446,0.07520434073453484
S00148,0.12520673674567656,0.1291948660323473
S00149,0.05370363091880934,0.017740001649780783
S00150,0.07120160197537455,0.05957831968882407
S00151,0.06492812041619073,0.11096815214556827
S00152,0.08778020944028447,0.05488660988519318
S00153,0.07131136716130096,0.030128480435329397
S00154,0.14383957677074588,0.25461399102127097
S00155,0.07861326755015123,0.05575162117751041
S00156,0.08378296188271948,0.03389114933323405
S00157,0.1774168670414224,0.14009301381187014
S00158,0.057973663356729675,0.07927001193746173
S00159,0.07463903197185394,0.09457172954249034
S00160,0.11427551157032823,0.12149655724413642
S00161,0.07688170715234999,0.09164524895692894
S00162,0.09779432631908941,0.07358090292467986
S00163,0.07447412476833762,0.01782358313012843
S00164,0.17904745636116734,0.14260038885293658
S00165,0.2531148092123458,0.02647771152790549
S00166,0.10054986076869708,0.11397023465274468
S00167,0.145377142555081,0.042215119623996246
S00168,0.06407472381383525,0.014413426685954083
S00169,0.08592908161578791,0.19613356756067185
S00170,0.11354894160479605,0.10627057456225894
S00171,0.1044469399526152,0.09531883999959487
S00172,0.1532259305868909,0.08898699052988092
S00173,0.11620973700140812,0.09827072047353713
S00174,0.06808013646247829,0.0281398245783511
S00175,0.15489404402621207,0.07725478091369724
S00176,0.06957597349374552,0.05539850016216293
S00177,0.05324247381422996,0.042627342656061766
S00178,0.05702237563247014,0.000655451307639897
S00179,0.06131909409505193,0.12497510964593642
S00180,0.050240183927444934,0.020658255656603394
S00181,0.0868104060644828,0.13196345770893358
S00182,0.08709016027468544,0.16249288664045705
S00183,0.13252365921991957,0.13823348955519718
S00184,0.11297887951476698,0.05824677591753993
S00185,0.08211654966197779,0.09958752906365566
S00186,0.1665418003235175,0.08923122695960072
S00187,0.09058254941123783,0.024390812489549305
S00188,0.08107217883441563,0.10621753732757427
S00189,0.0819957925407169,0.07097517900284765
S00190,0.10006928492459909,0.21837428281317545
S00191,0.15186898896971063,0.11178572542140978
S00192,0.05426151256734377,0.05288010098872629
S00193,0.16191318315345807,0.14458186136301915
S00194,0.13546165978996802,0.08181198891940399
S00195,0.15599363156726087,0.18147622455957943
S00196,0.09293406019367365,0.11128296616451218
S00197,0.06834715005256022,0.08179871048948588
S00198,0.0718982371433349,0.023071539915908365
S00199,0.1362579923442942,0.08471553861907025
S00200,0.06801881308725789,0.1862903117994742
S00201,0.10384991530286286,0.09467305497477792
S00202,0.14118362479521854,0.060272503382782616
S00203,0.06419281537613307,0.010449833843521083
S00204,0.09317338849385969,0.18220916054786324
S00205,0.08550586970634017,0.14413250746444145
S00206,0.0495414200209235,0.05283203835286788
S00207,0.07576003421419562,0.04060405532870432
S00208,0.05638437323347182,0.07276618445179169
S00209,0.061031818308987275,0.10842912131586739
S00210,0.07922110583934226,0.07011414679925082
S00211,0.09819774124466851,0.07883129935871756
S00212,0.10405464843014052,0.05791161114081533
S00213,0.12332029154588878,0.09672087658038221
S00214,0.0694332409218175,0.0233961812346255
S00215,0.09917328917724104,0.09718690873103224
S00216,0.06946445501646908,0.023691261197982944
S00217,0.04410815579589012,0.019046515316454266
S00218,0.050275881648032705,0.012742594805187307
S00219,0.05197772093052393,0.009322869630847837
S00220,0.122335010779178,0.10388699922798873
S00221,0.09827947277604224,0.2536486528813563
S00222,0.10572223001706592,0.007881137597298332
S00223,0.15921036257447335,0.12005310632082718
S00224,0.10926926784393182,0.014412553940001427
S00225,0.08237048705645142,0.06041357069437562
S00226,0.25449331674194525,0.034740822174605245
S00227,0.12470024904944085,0.08890451421449064
S00228,0.04555839945298766,0.023860630135994897
S00229,0.04982482827401085,0.04160845010854999
S00230,0.06834077485864472,0.07107548176330195
S00231,0.03473733979313261,0.02347450366285392
S00232,0.08039395707654255,0.058836878643199884
S00233,0.13674823959574803,0.04849931039744672
S00234,0.0983956713436286,0.04412988714973702
S00235,0.08388475279904332,0.05007967310948278
S00236,0.138630822683968,0.0991518609187067
S00237,0.1000934089891737,0.09566557467582566
S00238,0.08661729385183391,0.09268627853006989
S00239,0.08624389769336424,0.01671094931883958
S00240,0.10528747853245794,0.1691893632799554
S00241,0.04860931519064811,0.050817832566515425
S00242,0.12990652886699908,0.09559324308928546
S00243,0.10323461370696994,0.07849156969031235
S00244,0.05463422505861377,0.0168670165934788
S00245,0.15092003143908775,0.17492092132664183
S00246,0.06939502528210562,0.002107220606489234
S00247,0.1377522392232828,0.005667306790107315
S00248,0.060701289710052,0.07808891874540835
S00249,0.08134815881118332,0.03381867122020838
S00250,0.10144057864886923,0.06406546512077804
S00251,0.16815739793910328,0.06292446220124362
S00252,0.10249858058803711,0.12901314038701872
S00253,0.07084799982224317,0.01991442100417458
S00254,0.10668479000886498,0.08084134916122289
S00255,0.13663879316214939,0.1453453900712254
S00256,0.07640820551511916,0.17342918846333713
S00257,0.06401199959164965,0.1061512327618447
S00258,0.09882688568563026,0.07771485251774567
S00259,0.07076321199852459,0.09967116517313367
S00260,0.13644080872516848,0.0672302910414412
S00261,0.03920079703354629,0.029940234810615057
S00262,0.12978157119461697,0.1765939376354075
S00263,0.12998111102338797,0.2670928184973691
S00264,0.09015031593717392,0.020476943668315643
S00265,0.06788500584335166,0.03677010493283289
S00266,0.09329414263391274,0.10477650892686209
S00267,0.05260410073421564,0.0660126573117509
S00268,0.05426151256734377,0.05346012231487977
S00269,0.049835068825605656,0.0338591283345492
S00270,0.12841151750996072,0.03888251089484151
S00271,0.059908307388695,0.014296447342046867
S00272,0.10531516437828499,0.11546427768872454
S00273,0.10157680208402967,0.048311945830132236
S00274,0.0756214042596765,0.04839325171866018
S00275,0.059472785890263835,0.023493764619199584
S00276,0.07673713338352976,0.03978614986816534
S00277,0.05953632214001162,0.019433375414940623
S00278,0.06814253596407739,0.03877307191751293
S00279,0.10907745638419028,0.06665025864342491
S00280,0.15092985359164976,0.16471196094258977
S00281,0.14056334786881192,0.04569606266119279
S00282,0.09643192315410745,0.009761958633297865
S00283,0.12386299230618325,0.06920437174942246
S00284,0.059439331550301955,0.05603741903242205
S00285,0.05642811498826049,0.02677728257018576
S00286,0.12649915979180545,0.175899639915709
S00287,0.1083672062819606,0.08171402569767025
S00288,0.09338907538156714,0.03119690229867526
S00289,0.1018743268456903,0.13115719809558546
S00290,0.05486050772499548,0.05443408634336977
S00291,0.05486168409728182,0.03389810610313519
S00292,0.04491694793609388,0.011497596326647909
S00293,0.11510159614899339,0.009014029474107824
S00294,0.04473394387824577,0.04935850333340277
S00295,0.06881928217922433,0.0947837115384226
S00296,0.08208900709072392,0.09423035970172843
S00297,0.057546752559739636,0.04748554978848674
S00298,0.09073389442371006,0.04847857677506931
S00299,0.14299921877277258,0.3297550978984199
S00300,0.1303211148794412,0.12291443680858155
S00301,0.09066766990838719,0.15310109468440794
S00302,0.05579002668673733,0.038386091151034495
S00303,0.0555935050698699,0.0716635140813226
S00304,0.07687226213230351,0.10853673138993186
S00305,0.14930517750294692,0.053184018059773824
S00306,0.09997439017411754,0.019542449575299475
S00307,0.10775015668430206,0.1279897865735237
S00308,0.056082015574027026,0.08619102126199463
S00309,0.056968496562886446,0.068519940043671
S00310,0.11811319403183218,0.06564045407375971
S00311,0.15295492626686588,0.06376339837135128
S00312,0.18771213320844293,0.3059288678746952
S00313,0.05732387029225804,0.08157911023023624
S00314,0.12025982428156311,0.07163872547713492
S00315,0.05833705229400095,0.08254611003541935
S00316,0.07729516037757324,0.05038775974761995
S00317,0.1949486798377422,0.06600231657045634
S00318,0.10316026929767362,0.07872974448960686
S00319,0.04341944424388227,0.017009615148823196
S00320,0.07724925004531616,0.11545074843389651
S00321,0.11210502585535756,0.04337886604357545
S00322,0.08750090154621964,0.08096398032001328
S00323,0.06923563320316854,0.12339240383169711
S00324,0.0932194207301621,0.06804061994513146
S00325,0.09907615589774309,0.037700620905756516
S00326,0.10636836895358077,0.16544843399218126
S00327,0.07331866266697734,0.08152974968460776
S00328,0.054092750992428364,0.09552070380362242
S00329,0.11759118998660059,0.0835833201355909
S00330,0.14129009429015857,0.152592136248854
S00331,0.1224739402866672,0.08396076756445675
S00332,0.09823744942660974,0.11584908595517844
S00333,0.07688799859881787,0.06262266972811158
S00334,0.07801815772447768,0.0427392280967504
S00335,0.05678349075623545,0.013934633831865313
S00336,0.06284272590255173,0.024528892098113795
S00337,0.0966462234123011,0.053807981117003675
S00338,0.17905668695905394,0.19362977933734127
S00339,0.08239225959973319,0.09335233113435318
S00340,0.15605999359660355,0.1040890797325594
S00341,0.10872272263212675,0.15591482707947701
S00342,0.045271876445646175,0.11295007734466193
S00343,0.13633756141528705,0.07538694573721336
S00344,0.1696521210268337,0.22014170233591415
S00345,0.05124420501877985,0.05375315532599941
S00346,0.09359443666350549,0.09365341392154544
S00347,0.08783661989567942,0.07353458362685325
S00348,0.08168204845355369,0.0028972220944429245
S00349,0.09746318706476434,0.1626385296591611
S00350,0.14528272924798155,0.00981951836226433
S00351,0.07508768217284781,0.07071429047327737
S00352,0.12314118644408212,0.1754432476234784
S00353,0.1771918524081967,0.21633951897702652
S00354,0.05618949273920495,0.015644053135450316
S00355,0.07516946058789233,0.01747735082949265
S00356,0.06382946208489357,0.05458223431974708
S00357,0.10850705383044283,0.0137129636425391
S00358,0.09336177843978156,0.19637677591280409
S00359,0.1854067982723094,0.4340833814029716
S00360,0.056460585781319274,0.038724353840847714
S00361,0.1512941410288293,0.09983453524110507
S00362,0.07649228837478333,0.06993656613180343
S00363,0.12318926284647898,0.36366481142999085
S00364,0.1505756336765848,0.04625440674761136
S00365,0.14927872306888265,0.05542724766750585
S00366,0.12877254969246912,0.1402472870308314
S00367,0.05833867507337253,0.02896601218710851
S00368,0.04746800532908223,0.06976669198463187
S00369,0.09550806480254088,0.30470502555745455
S00370,0.04807754283354218,0.06808877805559244
S00371,0.08999421189034776,0.03845977228525395
S00372,0.09374480750593689,0.08403864054594677
S00373,0.09230429998641085,0.05841222872338336
S00374,0.06453783826891409,0.017093343894897105
S00375,0.1161515200570366,0.15389910218131755
S00376,0.07577854333590579,0.1511541866327545
S00377,0.14134041343692214,0.1769641455528466
S00378,0.1800794773887753,0.4693025760305288
S00379,0.12036055556824364,0.043641456639473684
S00380,0.09530682020478634,0.06566870079314602
S00381,0.08990151684424307,0.017223154021272537
S00382,0.13118279405637162,0.11417271473490267
S00383,0.06496282499487627,0.1336859708096649
S00384,0.09750078967709232,0.07619093987951837
S00385,0.11708108407121239,0.0672094245513729
S00386,0.11435464005051882,0.1599875836436258
S00387,0.04188028466465118,0.08257030317810746
S00388,0.054686162193646526,0.05196322907670836
S00389,0.0611092254027455,0.045498321282969614
S00390,0.07414388330788847,0.14891810641957692
S00391,0.04147316789728277,0.04897218914066108
S00392,0.11671814552556943,0.2456400540354183
S00393,0.039218582973350805,0.017825903030985746
S00394,0.070995497736024,0.05665949964888761
S00395,0.09753997118575919,0.046129396379217126
S00396,0.06631805624309713,0.01025271062223309
S00397,0.12875244536667463,0.03704877602271787
S00398,0.06660736673922894,0.08204296567075355
S00399,0.11569150346432909,0.17901395721561872
S00400,0.07174885198179126,0.045538843530900125
S00401,0.049867074648812425,0.027544978070267918
S00402,0.07578175510397786,0.1550597344387554
S00403,0.1402593974866871,0.060859000844873085
S00404,0.11649497915996122,0.14399235424018483
S00405,0.08623265381093397,0.02127212492277012
S00406,0.14391998571923822,0.019084458902837994
S00407,0.05133127363334704,0.04721775406930073
S00408,0.08082636293990539,0.059933657664564904
S00409,0.04292373975483356,0.01908506535496589
S00410,0.05321293393007318,0.008417496852365229
S00411,0.16694628941920894,0.16417420589030424
S00412,0.0837659616875022,0.030783080071230803
S00413,0.13517673695220533,0.3594462715205753
S00414,0.09911024063714753,0.1190217686067734
S00415,0.04204814129275721,0.020301765291097576
S00416,0.05428487585669987,0.014167493011167341
S00417,0.061324885869326495,0.0469718579571427
S00418,0.1255815900744857,0.05414392963326653
S00419,0.06318798055028801,0.014229753599830024
S00420,0.12525349252899295,0.16236028080688764
S00421,0.08518080287828603,0.03285522452663707
S00422,0.09275290117115613,0.11406798142513426
S00423,0.07941718417955851,0.038049915298080446
S00424,0.10388186569134052,0.11135790869377786
S00425,0.07450658305476973,0.07299722154102846
S00426,0.15136418274903168,0.26527631049758654
S00427,0.15341408070039717,0.233059376324835
S00428,0.05669710672438546,0.01855749550118604
S00429,0.12350287708927407,0.1908596327234614
S00430,0.055636881158397884,0.15851172998885737
S00431,0.06148634902675174,0.02207188866646815
S00432,0.10756975114168807,0.15218161950864195
S00433,0.2034884828124813,0.15415706327456594
S00434,0.1514913421737461,0.16727343283546925
S00435,0.06048705617101361,0.25877003547641286
S00436,0.10505725661977923,0.03178453360258577
S00437,0.0954702979737449,0.08410930149852827
S00438,0.09097234708760636,0.025203770882767
S00439,0.0919085270667743,0.06402627619323513
S00440,0.12195218417022768,0.1972404798083099
S00441,0.07638288973773912,0.06188914091767114
S00442,0.10317884854998362,0.03282249371564393
S00443,0.05731385350683082,0.0967118421992401
S00444,0.13560880093521965,0.15638507033489335
S00445,0.1337368028330432,0.05242387633656014
S00446,0.057756161143410964,0.06963955421573272
S00447,0.062006817984789436,0.005900395298123255
S00448,0.13078042744492713,0.12363318914880715
S00449,0.07699782398880496,0.04999416322474307
S00450,0.08707895041045693,0.1649242658433822
S00451,0.1304801120858371,0.09579264024993418
S00452,0.04964279528145844,0.006384471184061949
S00453,0.14731035892732275,0.5356060864079798
S00454,0.2278266179937099,0.1926509814640493
S00455,0.18698700791025238,0.17875618218180264
S00456,0.08378150997331506,0.015416828951429791
S00457,0.18597079181419585,0.5171739417609149
S00458,0.06953020500173471,0.16645811533331928
S00459,0.16726119875678133,0.3723664642951388
S00460,0.13468237774765435,0.16033287120161496
S00461,0.08907549338998437,0.1507307852991252
S00462,0.15203187914181412,0.23732927479213778
S00463,0.0747681819515118,0.014232021067572946
S00464,0.05453349953095023,0.11646901280455238
S00465,0.08062551664774524,0.01894078907811696
S00466,0.0455502076822133,0.06168516047651653
S00467,0.07041534535297313,0.10963502683765869
S00468,0.1739853218403711,0.021278540358131145
S00469,0.06306893471480608,0.10659384203540885
S00470,0.1572417007666047,0.18729257756891454
S00471,0.10740441508399111,0.11895625746938424
S00472,0.06753902693993,0.04227730311348177
S00473,0.11766189124593501,0.11773278291595982
S00474,0.10229675920303395,0.16661157799794413
S00475,0.21538443229151116,0.08318952304772144
S00476,0.1478020357938223,0.04045946697117508
S00477,0.13907035099129583,0.24657779832544008
S00478,0.2080620678936661,0.010796043055863475
S00479,0.08306055761121794,0.16043299704942923
S00480,0.09910961450003937,0.004934441907097893
S00481,0.09469222736263935,0.07124885743840687
S00482,0.08466982153500718,0.17617137634860253
S00483,0.07764882327921906,0.15098267806929322
S00484,0.09985551727138824,0.05404629745367963
S00485,0.10894195126076217,0.18283508539964688
S00486,0.08492379184838925,0.13496022134904023
S00487,0.0954702979737449,0.0003579047172693834
S00488,0.08518413291753806,0.09915605193230075
S00489,0.05609055546308849,0.01737207651115257
S00490,0.10776547960355264,0.3144424158140691
S00491,0.051925769189793074,0.021826068209456703
S00492,0.06157692277192737,0.18288039512481488
S00493,0.1813890094564216,0.23571231858358332
S00494,0.1566767025970424,0.2776637612677256
S00495,0.0709386332678014,0.11630886875236453
S00496,0.10246607010423345,0.12197498922201344
S00497,0.046007994880138105,0.02278781475589654
S00498,0.16455934417440368,0.0844302675614187
S00499,0.09583641799710395,0.04336671449897693
S00500,0.11675981910086679,0.03280871745201981
S00501,0.10038891163411205,0.0599706072261347
S00502,0.06572492835456913,0.059744996899086744
S00503,0.12284399294843242,0.08331732054981239
S00504,0.10191992267143812,0.18386022216391754
S00505,0.08901591581529912,0.059050915403519824
S00506,0.10302082254301623,0.17369871820054014
S00507,0.16321184652592216,0.19641523916966477
S00508,0.07547126236147099,0.18795146258652737
S00509,0.08291723560579935,0.10831044129526127
S00510,0.04842625546479772,0.09797349832914952
S00511,0.05227115677580847,0.07934731759059467
S00512,0.11792425826773884,0.10270790323357543
S00513,0.04345887910722382,0.07732765661370979
S00514,0.052130862038698836,0.01573817665691777
S00515,0.17605829875746354,0.17559938541138176
S00516,0.12006994358015179,0.12251394584322434
S00517,0.12657248944438912,0.21791051599012268
S00518,0.10240140043527275,0.02060556890126261
S00519,0.18773660453123012,0.16120248920496735
S00520,0.08057630991728244,0.11265587563609454
S00521,0.13823801001161803,0.21926521370594226
S00522,0.09377920804309457,0.04998064027423262
S00523,0.136193820867028,0.03360531051066978
S00524,0.15647792948489675,0.18310622699818707
S00525,0.1604991979651337,0.033924564800026404
S00526,0.04969057032100448,0.0458679906372856
S00527,0.08693304203659714,0.07270357304978252
S00528,0.0697486716443667,0.07184801104716762
S00529,0.0883614514728474,0.18879242899605117
S00530,0.07795128880435835,0.13237037186874612
S00531,0.07514687151349057,0.0929922506103933
S00532,0.1345207464012174,0.19821379607642858
S00533,0.03694036704045551,0.02887453623459254
S00534,0.04311259505741158,0.0499771409421466
S00535,0.09302974017245245,0.10210022207896952
S00536,0.08720147582116654,0.048055955167984186
S00537,0.09536113874112012,0.09375419601880544
S00538,0.07367884251650277,0.21166158144838623
S00539,0.14862137176942705,0.12417574007927724
S00540,0.04914696933419976,0.050060605628916094
S00541,0.18515291093280106,0.06799677612653716
S00542,0.1783761289630441,0.07212292536526872
S00543,0.0610680608610943,0.01678067541633969
S00544,0.05197772093052393,0.023773167633026948
S00545,0.08368263783268179,0.18764468358157227
S00546,0.058531378387619945,0.052816714233841405
S00547,0.10551105938690163,0.007250696669692088
S00548,0.12848403968894517,0.26498679900672895
S00549,0.11173100051291027,0.058654555790314596
S00550,0.1589911074473233,0.054952995733674306
S00551,0.10344649165027041,0.23707579770042705
S00552,0.13168673602007047,0.12342673423983481
S00553,0.10423271875076402,0.31256766796483304
S00554,0.12015563159843981,0.12718283446925677
S00555,0.050643431401085355,0.024239456606672875
S00556,0.10000723424685855,0.04842281392895258
S00557,0.07683691845345257,0.07162760279077403
S00558,0.08528506264381665,0.04547405983205113
S00559,0.07925913334656916,0.10819415768822652
S00560,0.11364003740984531,0.08706809175140995
S00561,0.05777564017939955,0.16296541514661855
S00562,0.09120121723095685,0.05047820463638993
S00563,0.06496282499487627,0.0756831712276201
S00564,0.07536815439650354,0.21669030458059751
S00565,0.06712368586802447,0.10131112379395718
S00566,0.09285941425538059,0.23168335074611313
S00567,0.08989041403503445,0.2141605322846365
S00568,0.12295283215278395,0.0950036860311067
S00569,0.11423577145081291,0.06890186693212018
S00570,0.07335970905490784,0.0034188038842154407
S00571,0.05472024626296706,0.04831997277084171
S00572,0.11201144822103806,0.08944840707315672
S00573,0.11763084054891472,0.13186416546408078
S00574,0.26384479975462105,0.6803974420573384
S00575,0.054222665515365275,0.04022074308618866
S00576,0.19388544296818572,0.13415220892119992
S00577,0.09827947277604224,0.1267834835866599
S00578,0.05724416259434592,0.04331317630525864
S00579,0.05772486414819261,0.034386279914756596
S00580,0.06548162517530343,0.029128060651717573
S00581,0.07916024169093196,0.06880555872526033
S00582,0.0960736557024003,0.1104087588717509
S00583,0.06788500584335166,0.024635364174340514
S00584,0.13025754588106897,0.07281053886499043
S00585,0.03683948835067826,0.03374922706041573
S00586,0.10708808857498421,0.04107554142412303
S00587,0.06540598087139521,0.10420222472020724
S00588,0.11259701247156075,0.18470119011108757
S00589,0.16233248892890248,0.1099768464154511
S00590,0.13466843017748578,0.5568036740767155
S00591,0.09400030182299303,0.16300990015704472
S00592,0.07249879866493032,0.09429388482114841
S00593,0.23028073391077208,0.26535164207176315
S00594,0.1072464230382533,0.21179954265759585
S00595,0.10657140000826545,0.2526753588928256
S00596,0.07755181778441476,0.09384700949252138
S00597,0.06616341509863599,0.26950117864051465
S00598,0.04879350712326553,0.04448677035468736
S00599,0.11686285084960019,0.06474701906684209
S00600,0.04606146175909692,0.0192942665423899
S00601,0.07220030232082349,0.0436818534876811
S00602,0.0536679067466302,0.0405160054100352
S00603,0.10776311739300719,0.07072350803911648
S00604,0.08006310875533149,0.043346828523149444
S00605,0.05117219784732663,0.06965462621260259
S00606,0.0975624178040324,0.026469455110783188
S00607,0.10167169719849758,0.024886308517501114
S00608,0.06741202846726886,0.05843618306446086
S00609,0.10008745411893268,0.06622228109030841
S00610,0.0835457856452796,0.033377761352185904
S00611,0.13045109696978668,0.39713234848767076
S00612,0.046212979256249107,0.032634515956023374
S00613,0.12698086262989405,0.1449937885895395
S00614,0.090113666595466,0.02345993840487017
S00615,0.06670561640813913,0.36615232154360267
S00616,0.05514878200953843,0.03632387434300773
S00617,0.08518413291753806,0.14221399114398467
S00618,0.06986156194599653,0.07229355666893054
S00619,0.17689865079509207,0.2403940263779706
S00620,0.08243976637374821,0.04389254342146268
S00621,0.08620058571443229,0.0034112270158780955
S00622,0.07607485601168486,0.014790400567699272
S00623,0.07094547109887277,0.1750410337609454
S00624,0.04491694793609388,0.05851844213846857
S00625,0.06139162187754414,0.08477850580648057
S00626,0.03268605154195285,0.01776498346021284
S00627,0.050572144457090976,0.03399038236414186
S00628,0.1085194093170251,0.06914655618894909
S00629,0.09817300621210232,0.029184055385136826
S00630,0.1328851067061772,0.19161982659214843
S00631,0.03519164483627375,0.016932777469842765
S00632,0.10931062893454689,0.016345805461002474
S00633,0.10863641152344398,0.09826912679800215
S00634,0.046130691917477325,0.03684184605530764
